opponents, date, year, regularSeason?, score1-score2, location(A), pace1, tSP1, eFG1, 3PA1, FTR1, ORR1, DRR1, TRR1, ASP1, STLP1, BLK1, TOR1, OEff1, DEF, pace2, tSP2, eFG2, 3PA2, FTR2, ORR2, DRR2, TRR2, ASP2, STLP2, BLK2, TOR2, OEff2
%http://www.basketball-reference.com/boxscores/201901140UTA.html
Detroit Pistons at Utah Jazz, January 14, 2019,regularSeason,94-100,A,98.8,0.4840,0.4500,0.4000,0.1444,10.2000,75.0000,40.9000,45.7000,13.2000,9.3000,8.5000,95.1000,MAN,98.8,0.5220,0.4630,0.4630,0.3250,25.0000,89.8000,59.1000,64.5000,5.1000,5.6000,15.1000,101.2000
%http://www.basketball-reference.com/boxscores/201901150ATL.html
Oklahoma City Thunder at Atlanta Hawks, January 15, 2019,regularSeason,126-142,A,104.9,0.5620,0.5050,0.3400,0.3298,30.6000,71.4000,47.6000,51.2000,15.3000,5.7000,9.7000,120.2000,MAN,104.9,0.7320,0.7220,0.4110,0.1333,28.6000,69.4000,52.4000,64.3000,7.6000,6.5000,15.6000,135.4000
%http://www.basketball-reference.com/boxscores/201901150DEN.html
Golden State Warriors at Denver Nuggets, January 15, 2019,regularSeason,142-111,A,96.3,0.7140,0.7110,0.4110,0.0737,30.8000,80.9000,58.1000,66.7000,6.2000,6.9000,9.1000,147.4000,MAN,96.3,0.5600,0.5330,0.3700,0.1413,19.1000,69.2000,41.9000,71.4000,4.2000,5.4000,7.5000,115.2000
%http://www.basketball-reference.com/boxscores/201901150IND.html
Phoenix Suns at Indiana Pacers, January 15, 2019,regularSeason,97-131,A,108.8,0.4710,0.4630,0.2840,0.0947,18.9000,78.6000,45.3000,65.0000,7.4000,9.4000,15.6000,89.1000,MAN,108.8,0.6250,0.5840,0.2810,0.3034,21.4000,81.1000,54.7000,67.4000,10.1000,10.3000,11.8000,120.4000
%http://www.basketball-reference.com/boxscores/201901150LAL.html
Chicago Bulls at Los Angeles Lakers, January 15, 2019,regularSeason,100-107,A,99.4,0.4880,0.4510,0.3370,0.1848,25.5000,71.7000,47.4000,56.8000,11.1000,10.7000,11.2000,100.6000,MAN,99.4,0.5520,0.5120,0.3170,0.2805,28.3000,74.5000,52.6000,55.3000,7.0000,6.6000,14.9000,107.6000
%http://www.basketball-reference.com/boxscores/201901150MIL.html
Miami Heat at Milwaukee Bucks, January 15, 2019,regularSeason,86-124,A,102.2,0.4800,0.4650,0.3950,0.0698,8.0000,84.8000,44.8000,75.0000,2.0000,10.5000,16.0000,84.2000,MAN,102.2,0.5970,0.5890,0.4060,0.1146,15.2000,92.0000,55.2000,72.9000,7.8000,11.5000,6.3000,121.4000
%http://www.basketball-reference.com/boxscores/201901150PHI.html
Minnesota Timberwolves at Philadelphia 76ers, January 15, 2019,regularSeason,107-149,A,105.6,0.5080,0.4330,0.2560,0.3222,16.4000,75.8000,38.6000,51.4000,9.5000,4.1000,9.5000,101.3000,MAN,105.6,0.7360,0.7120,0.4670,0.1957,24.2000,83.6000,61.4000,72.7000,5.7000,16.4000,12.9000,141.1000
%http://www.basketball-reference.com/boxscores/201901160BOS.html
Toronto Raptors at Boston Celtics, January 16, 2019,regularSeason,108-117,A,94.8,0.5330,0.4840,0.3150,0.2065,28.6000,66.7000,46.2000,48.8000,9.5000,3.2000,9.0000,113.9000,MAN,94.8,0.5990,0.5760,0.3260,0.1196,33.3000,71.4000,53.8000,69.6000,7.4000,9.5000,12.5000,123.4000
%http://www.basketball-reference.com/boxscores/201901160DAL.html
San Antonio Spurs at Dallas Mavericks, January 16, 2019,regularSeason,105-101,A,86.0,0.5950,0.5720,0.3610,0.1205,27.5000,65.8000,46.2000,63.4000,10.5000,13.6000,9.3000,122.2000,MAN,86.0,0.5430,0.5170,0.4880,0.1395,34.2000,72.5000,53.8000,59.5000,7.0000,5.7000,12.3000,117.5000
%http://www.basketball-reference.com/boxscores/201901160DET.html
Orlando Magic at Detroit Pistons, January 16, 2019,regularSeason,115-120,A,88.6,0.5770,0.5740,0.4150,0.0745,19.5000,67.4000,44.0000,61.7000,6.1000,4.8000,9.9000,117.5000,MAN,88.6,0.5830,0.5430,0.3260,0.2174,32.6000,80.5000,56.0000,59.1000,4.1000,7.3000,8.8000,122.7000
%http://www.basketball-reference.com/boxscores/201901160GSW.html
New Orleans Pelicans at Golden State Warriors, January 16, 2019,regularSeason,140-147,A,113.8,0.6220,0.5770,0.3780,0.2755,13.0000,80.8000,46.2000,76.6000,5.3000,9.4000,8.2000,123.0000,MAN,113.8,0.6360,0.5980,0.4800,0.2451,19.2000,87.0000,53.8000,67.3000,7.0000,8.2000,8.0000,129.2000
%http://www.basketball-reference.com/boxscores/201901160HOU.html
Brooklyn Nets at Houston Rockets, January 16, 2019,regularSeason,145-142,A,102.8,0.6160,0.5930,0.3330,0.1574,30.2000,80.4000,54.8000,51.8000,3.5000,8.6000,9.9000,127.7000,MAN,102.8,0.5920,0.5380,0.6670,0.2762,19.6000,69.8000,45.2000,40.0000,6.2000,11.1000,6.3000,125.1000
%http://www.basketball-reference.com/boxscores/201901160LAC.html
Utah Jazz at Los Angeles Clippers, January 16, 2019,regularSeason,129-109,A,103.9,0.6310,0.5760,0.3840,0.3488,21.1000,78.4000,53.9000,61.4000,8.7000,9.2000,11.3000,124.2000,MAN,103.9,0.5230,0.5100,0.2240,0.0918,21.6000,78.9000,46.1000,53.3000,7.7000,1.9000,10.3000,105.0000
%http://www.basketball-reference.com/boxscores/201901160MEM.html
Milwaukee Bucks at Memphis Grizzlies, January 16, 2019,regularSeason,111-101,A,103.5,0.5920,0.5480,0.4050,0.2262,12.5000,77.6000,51.0000,67.5000,8.7000,12.5000,13.8000,107.2000,MAN,103.5,0.4760,0.4420,0.3260,0.1789,22.4000,87.5000,49.0000,78.4000,10.6000,18.0000,11.7000,97.6000
%http://www.basketball-reference.com/boxscores/201901160POR.html
Cleveland Cavaliers at Portland Trail Blazers, January 16, 2019,regularSeason,112-129,A,92.6,0.5420,0.5050,0.2000,0.1684,26.1000,80.6000,50.0000,37.8000,0.0000,8.3000,2.8000,121.0000,MAN,92.6,0.6510,0.6180,0.3260,0.2135,19.4000,73.9000,50.0000,59.6000,1.1000,7.9000,3.9000,139.4000
%http://www.basketball-reference.com/boxscores/201901170CHO.html
Sacramento Kings at Charlotte Hornets, January 17, 2019,regularSeason,95-114,A,97.3,0.5070,0.5060,0.3750,0.0682,24.4000,72.1000,47.7000,71.8000,7.2000,6.1000,15.4000,97.6000,MAN,97.3,0.5710,0.5110,0.4370,0.2874,27.9000,75.6000,52.3000,53.8000,11.3000,7.3000,11.5000,117.1000
%http://www.basketball-reference.com/boxscores/201901170DEN.html
Chicago Bulls at Denver Nuggets, January 17, 2019,regularSeason,105-135,A,93.8,0.5370,0.5270,0.3010,0.0753,33.3000,69.0000,50.0000,61.4000,3.2000,5.4000,10.9000,111.9000,MAN,93.8,0.6440,0.6250,0.4170,0.1562,31.0000,66.7000,50.0000,68.0000,6.4000,3.1000,6.3000,143.9000
%http://www.basketball-reference.com/boxscores/201901170IND.html
Philadelphia 76ers at Indiana Pacers, January 17, 2019,regularSeason,120-96,A,98.4,0.6530,0.6320,0.3910,0.1149,24.3000,77.8000,56.0000,82.6000,8.1000,8.8000,14.8000,122.0000,MAN,98.4,0.4690,0.4480,0.2990,0.0928,22.2000,75.7000,44.0000,59.0000,9.1000,5.7000,10.5000,97.6000
%http://www.basketball-reference.com/boxscores/201901170OKC.html
Los Angeles Lakers at Oklahoma City Thunder, January 17, 2019,regularSeason,138-128,A,104.6,0.6370,0.6010,0.4040,0.1919,32.6000,76.6000,58.9000,74.0000,9.5000,10.0000,17.5000,119.5000,MAN,104.6,0.5340,0.5000,0.5190,0.2308,23.4000,67.4000,41.1000,75.6000,8.7000,6.8000,11.1000,110.9000
%http://www.basketball-reference.com/boxscores/201901170TOR.html
Phoenix Suns at Toronto Raptors, January 17, 2019,regularSeason,109-111,A,98.5,0.5460,0.4820,0.3570,0.3333,33.3000,77.5000,54.1000,50.0000,9.1000,13.8000,13.8000,110.7000,MAN,98.5,0.5720,0.5410,0.3260,0.2093,22.5000,66.7000,45.9000,62.8000,8.1000,14.8000,12.6000,112.7000
%http://www.basketball-reference.com/boxscores/201901170WAS.html
New York Knicks at Washington Wizards, January 17, 2019,regularSeason,100-101,A,97.5,0.5420,0.5170,0.3330,0.1149,14.3000,70.6000,45.2000,38.5000,6.2000,4.6000,13.2000,102.5000,MAN,97.5,0.5010,0.4730,0.2930,0.1522,29.4000,85.7000,54.8000,57.5000,9.2000,3.4000,11.4000,103.5000
%http://www.basketball-reference.com/boxscores/201901180BOS.html
Memphis Grizzlies at Boston Celtics, January 18, 2019,regularSeason,116-122,A,100.0,0.5750,0.5330,0.3800,0.1957,17.6000,75.0000,42.9000,80.5000,11.0000,10.4000,8.2000,116.0000,MAN,100.0,0.6380,0.6100,0.4420,0.1977,25.0000,82.4000,57.1000,65.9000,5.0000,15.8000,15.1000,122.0000
%http://www.basketball-reference.com/boxscores/201901180DET.html
Miami Heat at Detroit Pistons, January 18, 2019,regularSeason,93-98,A,94.1,0.5450,0.5710,0.3770,0.0649,17.1000,82.6000,51.7000,64.1000,3.2000,12.2000,18.2000,98.9000,MAN,94.1,0.5450,0.5060,0.4020,0.1829,17.4000,82.9000,48.3000,65.7000,7.4000,4.2000,10.9000,104.2000
%http://www.basketball-reference.com/boxscores/201901180LAC.html
Golden State Warriors at Los Angeles Clippers, January 18, 2019,regularSeason,112-94,A,103.6,0.5720,0.5410,0.4300,0.2209,7.0000,76.9000,45.3000,73.8000,10.6000,13.3000,9.3000,108.1000,MAN,103.6,0.4680,0.3880,0.2940,0.3294,23.1000,93.0000,54.7000,35.5000,5.8000,8.2000,15.2000,90.7000
%http://www.basketball-reference.com/boxscores/201901180MIN.html
San Antonio Spurs at Minnesota Timberwolves, January 18, 2019,regularSeason,116-113,A,99.3,0.6120,0.5670,0.2930,0.2805,20.9000,76.2000,48.2000,58.5000,3.0000,6.9000,14.4000,116.8000,MAN,99.3,0.5610,0.4820,0.3100,0.3810,23.8000,79.1000,51.8000,56.8000,5.0000,5.2000,9.8000,113.8000
%http://www.basketball-reference.com/boxscores/201901180ORL.html
Brooklyn Nets at Orlando Magic, January 18, 2019,regularSeason,117-115,A,100.9,0.5650,0.5520,0.4740,0.1031,19.6000,72.7000,45.6000,54.5000,5.0000,7.4000,9.6000,116.0000,MAN,100.9,0.5740,0.5530,0.2770,0.1170,27.3000,80.4000,54.4000,55.3000,5.0000,11.8000,11.5000,114.0000
%http://www.basketball-reference.com/boxscores/201901180POR.html
New Orleans Pelicans at Portland Trail Blazers, January 18, 2019,regularSeason,112-128,A,99.1,0.5840,0.5360,0.2980,0.2619,16.7000,65.4000,43.6000,56.1000,4.0000,8.7000,11.1000,113.0000,MAN,99.1,0.5590,0.5190,0.3300,0.2039,34.6000,83.3000,56.4000,62.5000,8.1000,5.1000,5.0000,129.2000
%http://www.basketball-reference.com/boxscores/201901180UTA.html
Cleveland Cavaliers at Utah Jazz, January 18, 2019,regularSeason,99-115,A,102.6,0.5030,0.4540,0.2760,0.2299,13.0000,79.5000,43.5000,44.4000,8.8000,6.3000,12.5000,96.5000,MAN,102.6,0.6280,0.5940,0.4350,0.1647,20.5000,87.0000,56.5000,75.0000,5.8000,7.9000,17.2000,112.0000
%http://www.basketball-reference.com/boxscores/201901190ATL.html
Boston Celtics at Atlanta Hawks, January 19, 2019,regularSeason,113-105,A,101.1,0.5710,0.5110,0.3640,0.2614,23.4000,71.1000,46.7000,48.7000,9.9000,15.7000,13.2000,111.7000,MAN,101.1,0.5350,0.5000,0.4460,0.1413,28.9000,76.6000,53.3000,70.0000,7.9000,10.7000,16.9000,103.8000
%http://www.basketball-reference.com/boxscores/201901190CHI.html
Miami Heat at Chicago Bulls, January 19, 2019,regularSeason,117-103,A,98.7,0.6560,0.6520,0.4050,0.1772,18.4000,76.5000,51.7000,60.0000,5.1000,9.7000,16.0000,118.6000,MAN,98.7,0.5130,0.4610,0.3030,0.2360,23.5000,81.6000,48.3000,54.3000,9.1000,2.1000,11.5000,104.4000
%http://www.basketball-reference.com/boxscores/201901190CHO.html
Phoenix Suns at Charlotte Hornets, January 19, 2019,regularSeason,115-135,A,98.0,0.5660,0.5110,0.3790,0.2989,15.2000,57.6000,32.9000,53.8000,7.1000,13.0000,6.5000,117.3000,MAN,98.0,0.6760,0.6360,0.3860,0.2614,42.4000,84.8000,67.1000,64.6000,5.1000,14.8000,13.8000,137.7000
%http://www.basketball-reference.com/boxscores/201901190DEN.html
Cleveland Cavaliers at Denver Nuggets, January 19, 2019,regularSeason,102-124,A,89.5,0.6110,0.5560,0.4030,0.3056,13.9000,65.7000,39.4000,57.1000,5.6000,1.9000,12.6000,114.0000,MAN,89.5,0.6610,0.6460,0.4160,0.1011,34.3000,86.1000,60.6000,66.0000,7.8000,4.7000,10.5000,138.6000
%http://www.basketball-reference.com/boxscores/201901190DET.html
Sacramento Kings at Detroit Pistons, January 19, 2019,regularSeason,103-101,A,92.2,0.5310,0.5060,0.2810,0.1461,25.0000,68.3000,45.9000,75.0000,5.4000,9.4000,10.2000,111.7000,MAN,92.2,0.5430,0.5000,0.3540,0.2317,31.7000,75.0000,54.1000,58.3000,6.5000,3.1000,13.1000,109.5000
%http://www.basketball-reference.com/boxscores/201901190HOU.html
Los Angeles Lakers at Houston Rockets, January 19, 2019,regularSeason,134-138,A,99.6,0.6140,0.5730,0.3850,0.2500,32.5000,78.2000,58.9000,54.0000,5.5000,12.5000,12.1000,121.9000,MAN,99.6,0.5960,0.5450,0.6800,0.2900,21.8000,67.5000,41.1000,54.8000,8.2000,6.8000,9.4000,125.5000
%http://www.basketball-reference.com/boxscores/201901190IND.html
Dallas Mavericks at Indiana Pacers, January 19, 2019,regularSeason,99-111,A,93.2,0.5110,0.4720,0.4200,0.1818,29.2000,73.2000,49.4000,56.8000,5.4000,6.6000,11.8000,106.3000,MAN,93.2,0.5810,0.5410,0.2820,0.2235,26.8000,70.8000,50.6000,54.8000,6.4000,7.8000,10.3000,119.1000
%http://www.basketball-reference.com/boxscores/201901190ORL.html
Milwaukee Bucks at Orlando Magic, January 19, 2019,regularSeason,118-108,A,98.9,0.6440,0.6240,0.3530,0.1412,12.9000,89.4000,59.0000,46.8000,7.1000,11.5000,12.4000,119.3000,MAN,98.9,0.5570,0.5480,0.3440,0.0645,10.6000,87.1000,41.0000,70.5000,5.1000,5.5000,7.6000,109.2000
%http://www.basketball-reference.com/boxscores/201901190PHI.html
Oklahoma City Thunder at Philadelphia 76ers, January 19, 2019,regularSeason,117-115,A,100.8,0.5600,0.5050,0.3330,0.2473,23.9000,73.9000,48.9000,48.8000,9.9000,12.2000,8.7000,116.0000,MAN,100.8,0.5860,0.5370,0.3950,0.3457,26.1000,76.1000,51.1000,73.7000,5.9000,11.3000,14.8000,114.0000
%http://www.basketball-reference.com/boxscores/201901190TOR.html
Memphis Grizzlies at Toronto Raptors, January 19, 2019,regularSeason,90-119,A,97.0,0.5200,0.4880,0.3630,0.1500,25.6000,80.0000,53.2000,61.8000,7.2000,5.6000,21.7000,92.8000,MAN,97.0,0.6130,0.5830,0.4000,0.1556,20.0000,74.4000,46.8000,70.5000,19.6000,15.7000,9.3000,122.7000
%http://www.basketball-reference.com/boxscores/201901200IND.html
Charlotte Hornets at Indiana Pacers, January 20, 2019,regularSeason,95-120,A,99.5,0.5110,0.4760,0.4270,0.2073,15.2000,75.5000,46.3000,60.6000,5.0000,8.2000,14.7000,95.5000,MAN,99.5,0.5700,0.5400,0.2700,0.1200,24.5000,84.8000,53.7000,72.3000,10.1000,14.9000,7.1000,120.6000
%http://www.basketball-reference.com/boxscores/201901200MIN.html
Phoenix Suns at Minnesota Timberwolves, January 20, 2019,regularSeason,114-116,A,104.5,0.5700,0.5350,0.4530,0.2558,21.4000,70.7000,45.8000,55.0000,8.6000,7.5000,13.0000,109.1000,MAN,104.5,0.5340,0.4620,0.2640,0.3516,29.3000,78.6000,54.2000,56.4000,7.7000,8.5000,12.1000,111.0000
%http://www.basketball-reference.com/boxscores/201901200SAS.html
Los Angeles Clippers at San Antonio Spurs, January 20, 2019,regularSeason,103-95,A,99.9,0.5390,0.5240,0.2470,0.1647,8.9000,78.7000,44.6000,59.0000,11.0000,3.1000,10.3000,103.1000,MAN,99.9,0.5190,0.5120,0.2260,0.1071,21.3000,91.1000,55.4000,53.8000,6.0000,12.5000,16.4000,95.1000
%http://www.basketball-reference.com/boxscores/201901210ATL.html
Orlando Magic at Atlanta Hawks, January 21, 2019,regularSeason,122-103,A,99.3,0.6090,0.5660,0.3190,0.2088,20.5000,80.0000,50.6000,63.0000,8.1000,14.3000,9.9000,122.8000,MAN,99.3,0.5360,0.5060,0.3490,0.1860,20.0000,79.5000,49.4000,59.0000,5.0000,4.8000,11.9000,103.7000
%http://www.basketball-reference.com/boxscores/201901210BOS.html
Miami Heat at Boston Celtics, January 21, 2019,regularSeason,99-107,A,98.8,0.5270,0.4830,0.4070,0.1860,26.3000,77.8000,51.4000,69.4000,11.1000,8.8000,16.8000,100.2000,MAN,98.8,0.5850,0.5630,0.3450,0.1034,22.2000,73.7000,48.6000,60.5000,13.2000,13.7000,17.2000,108.3000
%http://www.basketball-reference.com/boxscores/201901210BRK.html
Sacramento Kings at Brooklyn Nets, January 21, 2019,regularSeason,94-123,A,100.7,0.4800,0.4730,0.2690,0.0645,18.5000,69.2000,39.8000,66.7000,7.9000,7.3000,12.5000,93.3000,MAN,100.7,0.6120,0.5720,0.3890,0.2222,30.8000,81.5000,60.2000,55.6000,8.9000,5.9000,13.7000,122.1000
%http://www.basketball-reference.com/boxscores/201901210CLE.html
Chicago Bulls at Cleveland Cavaliers, January 21, 2019,regularSeason,104-88,A,96.6,0.6070,0.5720,0.3950,0.2237,22.9000,79.2000,56.8000,66.7000,8.3000,3.3000,17.4000,107.7000,MAN,96.6,0.4410,0.3910,0.3100,0.2299,20.8000,77.1000,43.2000,51.6000,8.3000,8.7000,12.3000,91.1000
%http://www.basketball-reference.com/boxscores/201901210LAL.html
Golden State Warriors at Los Angeles Lakers, January 21, 2019,regularSeason,130-111,A,103.9,0.6110,0.5920,0.3780,0.1429,27.1000,84.1000,54.3000,82.0000,7.7000,9.4000,8.6000,125.2000,MAN,103.9,0.5510,0.5300,0.2380,0.2619,15.9000,72.9000,45.7000,47.6000,1.0000,6.6000,12.2000,106.9000
%http://www.basketball-reference.com/boxscores/201901210MEM.html
New Orleans Pelicans at Memphis Grizzlies, January 21, 2019,regularSeason,105-85,A,95.0,0.6140,0.5880,0.3510,0.2432,21.9000,81.1000,58.8000,48.7000,8.4000,13.2000,18.2000,110.6000,MAN,95.0,0.4450,0.4260,0.3980,0.1136,18.9000,78.1000,41.2000,63.6000,10.5000,2.1000,10.3000,89.5000
%http://www.basketball-reference.com/boxscores/201901210MIL.html
Dallas Mavericks at Milwaukee Bucks, January 21, 2019,regularSeason,106-116,A,104.3,0.4980,0.4850,0.4040,0.1010,20.4000,82.2000,48.5000,58.5000,6.7000,18.6000,9.4000,101.6000,MAN,104.3,0.5760,0.5270,0.3520,0.2198,17.8000,79.6000,51.5000,50.0000,8.6000,11.9000,12.2000,111.2000
%http://www.basketball-reference.com/boxscores/201901210NYK.html
Oklahoma City Thunder at New York Knicks, January 21, 2019,regularSeason,127-109,A,100.3,0.6690,0.6330,0.3490,0.2651,28.6000,78.0000,57.6000,57.8000,7.0000,3.1000,15.9000,126.6000,MAN,100.3,0.5390,0.4890,0.2640,0.2759,22.0000,71.4000,42.4000,64.1000,8.0000,5.6000,10.6000,108.6000
%http://www.basketball-reference.com/boxscores/201901210PHI.html
Houston Rockets at Philadelphia 76ers, January 21, 2019,regularSeason,93-121,A,102.1,0.4770,0.4240,0.4880,0.2326,11.8000,76.2000,40.9000,45.2000,8.8000,9.2000,11.0000,91.1000,MAN,102.1,0.5900,0.5340,0.2610,0.3068,23.8000,88.2000,59.1000,48.8000,8.8000,31.8000,11.3000,118.5000
%http://www.basketball-reference.com/boxscores/201901210UTA.html
Portland Trail Blazers at Utah Jazz, January 21, 2019,regularSeason,109-104,A,99.5,0.5640,0.5440,0.2000,0.1222,16.7000,74.0000,47.8000,66.7000,6.0000,15.5000,7.6000,109.5000,MAN,99.5,0.4970,0.4340,0.3630,0.2747,26.0000,83.3000,52.2000,58.3000,5.0000,11.1000,12.5000,104.5000
%http://www.basketball-reference.com/boxscores/201901210WAS.html
Detroit Pistons at Washington Wizards, January 21, 2019,regularSeason,87-101,A,98.2,0.5120,0.4740,0.4420,0.1818,4.8000,88.4000,47.1000,71.0000,5.1000,5.4000,16.7000,88.6000,MAN,98.2,0.5560,0.5060,0.2910,0.2658,11.6000,95.2000,52.9000,66.7000,7.1000,14.0000,12.5000,102.9000
%http://www.basketball-reference.com/boxscores/201901220DAL.html
Los Angeles Clippers at Dallas Mavericks, January 22, 2019,regularSeason,98-106,A,92.7,0.4720,0.4180,0.3960,0.2418,26.4000,75.0000,46.1000,57.6000,4.3000,8.5000,6.3000,105.8000,MAN,92.7,0.5650,0.5310,0.4200,0.2469,25.0000,73.6000,53.9000,55.3000,5.4000,10.9000,10.5000,114.4000
%http://www.basketball-reference.com/boxscores/201901220OKC.html
Portland Trail Blazers at Oklahoma City Thunder, January 22, 2019,regularSeason,114-123,A,99.0,0.5450,0.5050,0.3790,0.1895,41.7000,78.0000,58.4000,48.8000,7.1000,4.8000,15.4000,115.2000,MAN,99.0,0.6180,0.5710,0.2710,0.3059,22.0000,58.3000,41.6000,60.5000,16.2000,6.8000,9.1000,124.3000
%http://www.basketball-reference.com/boxscores/201901220PHO.html
Minnesota Timberwolves at Phoenix Suns, January 22, 2019,regularSeason,118-91,A,100.5,0.5300,0.5100,0.4080,0.1262,40.8000,89.8000,65.3000,66.7000,7.0000,1.9000,11.2000,117.4000,MAN,100.5,0.4790,0.4660,0.3910,0.1149,10.2000,59.2000,34.7000,62.2000,6.0000,14.8000,12.0000,90.5000
%http://www.basketball-reference.com/boxscores/201901220TOR.html
Sacramento Kings at Toronto Raptors, January 22, 2019,regularSeason,105-120,A,104.0,0.5210,0.4890,0.2310,0.1758,22.7000,73.3000,48.3000,70.7000,7.7000,13.7000,12.2000,100.9000,MAN,104.0,0.5640,0.5270,0.4400,0.2637,26.7000,77.3000,51.7000,62.5000,6.7000,7.1000,13.1000,115.3000
%http://www.basketball-reference.com/boxscores/201901230BOS.html
Cleveland Cavaliers at Boston Celtics, January 23, 2019,regularSeason,103-123,A,98.9,0.5380,0.5110,0.3450,0.1609,30.6000,76.3000,50.6000,52.6000,4.0000,6.6000,17.3000,104.2000,MAN,98.9,0.6400,0.5930,0.2910,0.2442,23.7000,69.4000,49.4000,55.6000,12.1000,8.8000,12.7000,124.4000
%http://www.basketball-reference.com/boxscores/201901230BRK.html
Orlando Magic at Brooklyn Nets, January 23, 2019,regularSeason,110-114,A,100.4,0.5430,0.4890,0.3820,0.2584,25.0000,72.1000,48.3000,57.9000,7.0000,19.0000,11.4000,109.6000,MAN,100.4,0.5690,0.5330,0.3560,0.2000,27.9000,75.0000,51.7000,46.5000,7.0000,3.6000,13.8000,113.6000
%http://www.basketball-reference.com/boxscores/201901230CHI.html
Atlanta Hawks at Chicago Bulls, January 23, 2019,regularSeason,121-101,A,97.8,0.6100,0.5830,0.4440,0.1778,34.8000,83.3000,58.0000,68.9000,11.2000,3.8000,14.6000,123.7000,MAN,97.8,0.5560,0.4940,0.3290,0.2911,16.7000,65.2000,42.0000,57.1000,7.2000,12.0000,14.2000,103.3000
%http://www.basketball-reference.com/boxscores/201901230IND.html
Toronto Raptors at Indiana Pacers, January 23, 2019,regularSeason,106-110,A,95.7,0.5190,0.4780,0.4240,0.1957,21.7000,74.5000,48.4000,73.7000,2.1000,7.6000,8.1000,110.7000,MAN,95.7,0.5340,0.4840,0.2830,0.2283,25.5000,78.3000,51.6000,67.5000,6.3000,13.2000,5.5000,114.9000
%http://www.basketball-reference.com/boxscores/201901230MEM.html
Charlotte Hornets at Memphis Grizzlies, January 23, 2019,regularSeason,118-107,A,93.3,0.6510,0.6100,0.3900,0.3117,13.5000,84.2000,49.3000,56.1000,8.6000,4.0000,9.0000,126.5000,MAN,93.3,0.5840,0.5250,0.3830,0.2716,15.8000,86.5000,50.7000,65.8000,8.6000,6.4000,9.8000,114.7000
%http://www.basketball-reference.com/boxscores/201901230MIA.html
Los Angeles Clippers at Miami Heat, January 23, 2019,regularSeason,111-99,A,92.7,0.5890,0.5710,0.2590,0.1647,20.0000,73.9000,50.6000,51.1000,5.4000,5.5000,6.9000,119.8000,MAN,92.7,0.5340,0.5180,0.3370,0.1566,26.1000,80.0000,49.4000,59.0000,3.2000,4.8000,13.1000,106.8000
%http://www.basketball-reference.com/boxscores/201901230NOP.html
Detroit Pistons at New Orleans Pelicans, January 23, 2019,regularSeason,98-94,A,96.6,0.5030,0.4780,0.4380,0.1461,18.0000,83.3000,50.0000,66.7000,5.2000,4.3000,8.5000,101.4000,MAN,96.6,0.4950,0.4950,0.2420,0.0440,16.7000,82.0000,50.0000,47.6000,3.1000,18.0000,11.2000,97.3000
%http://www.basketball-reference.com/boxscores/201901230NYK.html
Houston Rockets at New York Knicks, January 23, 2019,regularSeason,114-110,A,100.0,0.5340,0.4720,0.4890,0.3222,28.3000,74.4000,47.8000,27.0000,15.0000,19.6000,10.1000,114.0000,MAN,100.0,0.5840,0.5250,0.3700,0.3086,25.6000,71.7000,52.2000,40.5000,5.0000,15.2000,16.0000,110.0000
%http://www.basketball-reference.com/boxscores/201901230PHI.html
San Antonio Spurs at Philadelphia 76ers, January 23, 2019,regularSeason,120-122,A,96.3,0.6770,0.6520,0.3290,0.1585,14.7000,70.5000,46.2000,51.1000,8.3000,10.5000,14.5000,124.6000,MAN,96.3,0.6150,0.5970,0.3870,0.1183,29.5000,85.3000,53.8000,74.5000,9.3000,9.1000,10.0000,126.7000
%http://www.basketball-reference.com/boxscores/201901230UTA.html
Denver Nuggets at Utah Jazz, January 23, 2019,regularSeason,108-114,A,97.1,0.5580,0.5230,0.3070,0.1818,30.0000,76.0000,55.6000,47.6000,7.2000,21.4000,12.6000,111.2000,MAN,97.1,0.5710,0.5400,0.5230,0.2159,24.0000,70.0000,44.4000,73.7000,7.2000,11.5000,11.5000,117.4000
%http://www.basketball-reference.com/boxscores/201901240LAL.html
Minnesota Timberwolves at Los Angeles Lakers, January 24, 2019,regularSeason,120-105,A,99.7,0.5310,0.4800,0.3240,0.2157,42.3000,78.6000,58.5000,54.5000,8.0000,5.1000,9.6000,120.3000,MAN,99.7,0.5640,0.5520,0.3220,0.1034,21.4000,57.7000,41.5000,63.6000,5.0000,7.2000,16.9000,105.3000
%http://www.basketball-reference.com/boxscores/201901240OKC.html
New Orleans Pelicans at Oklahoma City Thunder, January 24, 2019,regularSeason,116-122,A,107.3,0.5460,0.5350,0.3560,0.0792,15.7000,70.8000,42.4000,69.4000,6.5000,8.7000,10.1000,108.1000,MAN,107.3,0.5650,0.5640,0.3170,0.0792,29.2000,84.3000,57.6000,66.0000,7.5000,3.1000,11.5000,113.7000
%http://www.basketball-reference.com/boxscores/201901240PHO.html
Portland Trail Blazers at Phoenix Suns, January 24, 2019,regularSeason,120-106,A,102.7,0.5840,0.5320,0.2770,0.2128,31.8000,81.3000,57.6000,56.8000,7.8000,16.0000,13.5000,116.9000,MAN,102.7,0.5310,0.4830,0.4320,0.2386,18.8000,68.2000,42.4000,52.8000,8.8000,5.9000,13.8000,103.2000
%http://www.basketball-reference.com/boxscores/201901240WAS.html
